     1 25 2 2 7234 5
     2 25 5 1 37413 5
     3 25 4 2 29500 5
     4 25 3 2 13500 5
     5 25 4 1 17660 6
     6 25 4 1 37250 5
     7 25 4 2 20005 5
     8 25 5 2 50602 6
     9 25 3 1 10400 5
    10 25 5 2 24960 6
    11 25 3 2 4200 5
    12 25 1 2 17002 5
    13 25 2 2 16000 5
    14 25 4 2 33000 5
    15 25 5 2 39099 5
    16 25 5 2 14000 5
    17 25 3 1 38000 5
    18 25 5 2 38415 5
    19 25 4 2 32350 5
    20 25 6 2 47144 6
    21 25 3 1 7500 5
    22 25 5 2 14104 5
    23 25 5 1 27200 5
    24 25 4 1 14000 5
    25 25 3 2 4160 5
    26 25 4 2 25000 5
    27 25 4 2 14780 5
    28 25 3 1 39193 5
    29 25 4 2 22340 5
    30 25 2 1 9768 5
    31 25 3 2 18000 5
    32 25 3 1 22880 5
    33 25 4 1 20800 5
    34 25 3 2 21017 5
    35 25 5 2 36000 5
    36 25 4 2 28170 6
    37 25 4 1 20005 7
    38 25 5 2 21900 5
    39 25 1 2 4704 5
    40 25 4 1 25000 5
    41 25 4 2 1000 5
    42 25 4 1 5810 6
    43 25 4 1 28107 5
    44 25 5 2 8000 5
    45 25 5 1 4580 5
    46 25 2 2 26700 5
    47 25 3 2 25030 5
    48 25 4 2 39874 5
    49 25 4 2 56193 5
    50 25 5 1 79616 5
    51 25 4 2 20150 5
    52 25 5 2 14049 6
    53 25 5 1 27100 6
    54 25 4 2 16265 5
    55 25 5 1 44000 5
    56 25 5 1 22000 5
    57 25 4 2 13000 5
    58 25 5 1 32200 5
    59 25 5 2 20005 5
    60 25 5 1 46592 5
    61 25 3 2 23640 5
    62 25 4 2 1860 5
    63 25 3 1 70075 7
    64 25 4 2 19015 5
    65 25 3 2 52000 5
    66 25 5 2 20000 5
    67 25 4 1 19000 5
    68 25 5 1 47000 5
    69 25 5 1 65000 6
    70 25 3 1 15700 6
    71 25 3 1 56262 5
    72 25 4 1 23000 5
    73 25 5 1 48000 5
    74 25 1 2 10000 5
    75 25 2 1 35000 5
    76 25 1 1 13000 5
    77 25 5 2 53115 5
    78 25 1 1 26060 5
    79 25 6 1 82700 5
    80 25 3 1 7000 5
    81 25 3 2 19000 5
    82 25 3 1 14000 5
    83 25 5 1 36000 5
    84 25 4 1 33825 6
    85 25 4 2 4825 5
    86 25 3 1 12000 5
    87 25 2 1 3554 6
    88 25 5 1 16640 5
    89 25 6 2 19800 6
    90 25 4 2 23000 5
    91 25 5 2 20000 5
    92 25 5 2 27500 5
    93 25 3 1 28000 6
    94 25 2 2 17888 6
    95 25 4 1 68323 5
    96 25 5 2 35100 5
    97 25 5 1 30700 6
    98 25 5 2 60000 6
    99 25 4 1 30000 5
   100 25 4 2 16974 5
   101 25 4 1 21050 5
   102 25 4 2 21299 5
   103 25 4 2 24032 5
   104 25 3 2 26000 5
   105 25 3 2 21500 5
   106 25 4 2 20000 5
   107 25 4 1 31200 5
   108 25 5 2 24020 5
   109 25 3 2 43070 6
   110 25 5 2 9200 5
   111 25 1 2 12000 5
   112 25 4 1 39000 5
   113 25 2 1 2000 5
   114 25 4 1 19400 5
   115 25 2 2 6570 5
   116 25 4 2 31650 6
   117 25 4 1 19000 5
   118 25 2 2 2000 6
   119 25 5 1 34000 5
   120 25 6 1 20000 5
   121 25 5 2 36600 5
   122 25 5 1 239839 5
   123 25 4 2 4660 5
   124 25 4 2 20076 5
   125 25 5 1 107766 5
   126 25 5 2 54814 5
   127 25 6 2 87831 5
   128 25 3 1 20000 7
   129 25 3 1 57210 5
   130 25 3 2 1600 5
   131 25 3 1 32000 5
   132 25 4 1 14576 5
   133 25 3 1 14000 5
   134 25 3 2 3500 5
   135 25 4 1 25083 5
   136 25 4 2 29078 5
   137 25 6 1 51539 5
   138 25 5 2 29643 5
   139 25 5 2 25750 5
   140 25 3 1 74000 5
   141 25 4 2 3400 5
   142 25 3 1 36964 5
   143 25 4 1 20800 5
   144 25 5 2 32303 6
   145 25 5 2 50032 5
   146 25 3 2 22005 5
   147 25 4 2 46000 6
   148 25 4 2 32000 5
   149 25 2 2 7500 5
   150 25 5 1 31500 6
   151 25 3 2 27000 5
   152 25 4 2 24007 5
   153 25 4 2 25090 5
   154 25 4 1 29853 5
   155 25 4 2 21103 5
   156 25 3 2 14560 6
   157 25 5 2 18815 5
   158 25 3 1 40000 5
   159 25 4 1 2400 5
   160 25 5 2 65001 5
   161 25 3 1 15455 5
   162 25 5 2 32700 5
   163 25 5 1 17000 5
   164 25 4 1 12000 6
   165 25 4 1 40025 5
   166 25 6 2 37400 5
   167 25 3 2 30000 5
   168 25 5 1 35002 6
   169 25 3 2 4002 5
   170 25 4 1 18000 5
   171 25 5 2 37000 5
   172 25 3 1 3000 5
   173 25 3 2 14525 5
   174 25 4 1 17680 5
   175 25 1 1 7000 5
   176 25 3 1 14664 5
   177 25 3 1 9000 5
   178 25 4 2 6704 5
   179 25 3 2 12000 6
   180 25 5 2 1800 5
   181 25 4 1 40600 5
   182 25 3 1 21043 5
   183 25 4 1 25000 5
   184 25 4 2 25000 5
   185 25 3 1 20000 5
   186 25 3 1 6000 5
   187 25 3 1 32000 5
   188 25 3 2 17420 5
   189 25 3 2 300 6
   190 25 4 2 25600 5
   191 25 3 1 6786 5
   192 25 3 2 23584 6
   193 25 5 1 16640 5
   194 25 5 1 30000 5
   195 25 4 1 23600 5
   196 25 2 1 6240 5
   197 25 4 2 500 5
   198 25 3 2 25000 5
   199 25 5 1 3000 6
   200 25 4 1 11000 5
   201 25 4 2 33450 5
   202 25 5 1 18000 5
   203 25 3 1 25500 5
   204 25 3 2 5700 5
   205 25 2 2 16320 5
   206 25 3 2 10526 5
   207 25 4 2 8000 5
   208 25 2 1 10000 7
   209 25 3 1 16040 5
   210 25 4 1 52750 7
   211 25 3 1 18000 6
   212 25 3 1 21049 5
   213 25 3 1 8784 5
   214 25 4 1 16000 7
   215 25 3 2 27100 5
   216 25 3 1 57100 5
   217 25 4 1 15015 5
   218 25 5 2 12935 5
   219 25 5 1 108686 5
   220 25 3 2 30000 5
   221 25 4 2 9006 5
   222 25 3 2 12000 5
   223 25 4 1 15210 7
   224 25 5 2 22650 6
   225 25 4 1 20300 5
   226 25 4 2 14000 6
   227 25 3 1 25050 5
   228 25 5 2 8800 5
   229 25 4 2 34010 5
   230 25 4 2 15000 5
   231 25 1 1 20000 5
   232 25 5 2 18309 5
   233 25 3 2 11109 5
   234 25 4 2 7208 5
   235 25 4 1 18800 5
   236 25 4 2 20144 5
   237 25 4 2 37000 5
   238 25 5 2 20010 5
   239 25 3 1 13000 5
   240 25 5 1 29040 5
   241 25 5 2 34004 6
   242 25 3 1 14600 5
   243 25 2 1 2000 5
   244 25 4 1 9300 5
   245 25 3 1 31248 6
   246 25 3 2 15672 6
   247 25 5 1 28000 5
   248 25 2 2 10000 5
   249 25 4 2 15000 5
   250 25 3 2 13000 5
   251 25 3 1 16567 5
   252 25 3 1 26450 5
   253 25 4 2 35350 5
   254 25 4 1 2000 6
   255 25 3 2 18000 5
   256 25 4 2 12000 5
   257 25 3 1 32100 5
   258 25 5 1 14000 5
   259 25 4 2 27100 5
   260 25 3 2 20000 5
   261 25 3 2 17460 6
   262 25 5 1 41750 5
   263 25 5 2 65012 5
   264 25 5 1 42275 5
   265 25 4 2 5000 5
   266 25 4 1 39400 5
   267 25 3 2 230 5
   268 25 3 2 4954 5
   269 25 4 1 6798 5
   270 25 3 2 7300 5
   271 25 4 1 64000 5
   272 25 3 1 28000 5
   273 25 2 2 562 5
   274 25 4 2 5400 5
   275 25 2 1 6000 5
   276 25 4 2 25001 5
   277 25 3 2 15000 5
   278 25 4 1 15000 5
   279 25 3 2 14500 5
   280 25 3 1 43680 5
   281 25 4 2 18525 5
   282 25 5 2 15850 5
   283 25 4 1 30200 7
   284 25 5 2 18000 5
   285 25 5 1 3480 6
   286 25 5 1 35000 5
   287 25 3 2 17000 5
   288 25 6 1 38007 5
   289 25 3 1 30510 5
   290 25 4 2 13000 5
   291 25 6 2 9100 5
   292 25 5 2 30090 5
   293 25 3 1 3525 6
   294 25 3 2 2500 5
   295 25 3 1 2749 7
   296 25 3 2 23025 5
   297 25 3 1 37011 5
   298 25 5 2 31000 5
   299 25 4 1 18000 5
   300 25 3 2 17500 5
   301 25 3 2 15000 5
   302 25 5 1 40000 5
   303 25 3 1 14000 5
   304 25 4 2 13002 5
   305 25 4 1 30000 5
   306 25 4 1 3500 5
   307 25 3 2 27000 5
   308 25 3 2 1100 5
   309 25 5 2 21012 6
   310 25 5 2 106520 5
   311 25 2 2 3800 5
   312 25 1 1 24000 5
   313 25 4 2 12037 5
   314 25 3 2 16000 6
   315 25 5 1 14715 5
   316 25 5 2 15060 5
   317 25 4 2 14300 5
   318 25 6 2 45100 5
   319 25 3 1 12800 5
   320 25 2 1 27000 5
   321 25 4 2 13500 5
   322 25 4 1 9300 5
   323 25 5 1 59497 5
   324 25 4 2 197987 5
   325 25 4 2 22480 5
   326 25 3 1 20000 5
   327 25 2 2 740 5
   328 25 6 2 17460 5
   329 25 3 2 16251 5
   330 25 3 2 23002 5
   331 25 4 2 4050 5
   332 25 5 2 43433 5
   333 25 5 1 32656 6
   334 25 3 1 76432 5
   335 25 1 1 13000 5
   336 25 2 2 1241 5
   337 25 3 2 19000 5
   338 25 3 1 10400 6
   339 25 2 2 20052 5
   340 25 3 1 30000 5
   341 25 3 1 35000 5
   342 25 4 1 51810 5
   343 25 2 1 15000 5
   344 25 5 2 24960 6
   345 25 3 2 37000 5
   346 25 2 1 20000 5
   347 25 5 2 19030 6
   348 25 5 1 33100 6
   349 25 4 1 23000 5
   350 25 2 1 14000 5
   351 25 4 1 20800 5
   352 25 5 2 17515 5
   353 25 5 2 18052 5
   354 25 1 1 10000 5
   355 25 4 1 35075 5
   356 25 4 1 30000 5
   357 25 5 2 38200 5
   358 25 6 1 56200 5
   359 25 4 1 27000 5
   360 25 2 1 5428 5
   361 25 4 2 7250 5
   362 25 4 2 25854 5
   363 25 4 2 19620 5
   364 25 2 2 11882 5
   365 25 3 2 720 5
   366 25 3 1 28000 5
   367 25 3 2 12000 5
   368 25 3 2 10000 5
   369 25 3 1 28000 5
   370 25 4 2 14462 5
   371 25 5 1 42577 5
   372 25 5 2 42688 5
   373 25 2 1 27000 5
   374 25 4 1 27192 5
   375 25 4 1 11300 5
   376 25 2 1 15000 5
   377 25 4 1 26000 5
   378 25 3 2 15000 5
   379 25 4 1 12281 5
   380 25 5 1 27000 5
   381 25 4 2 22569 5
   382 25 3 1 26000 5
   383 25 5 2 32200 6
   384 25 4 2 29235 5
   385 25 4 2 13920 5
   386 25 5 1 14000 5
   387 25 4 1 99012 5
   388 25 4 1 69708 5
   389 25 3 1 29510 5
   390 25 5 2 25010 5
   391 25 3 2 4000 5
   392 25 5 1 53300 5
   393 25 4 1 21840 5
   394 25 3 1 19600 6
   395 25 5 1 38501 5
   396 25 4 1 21500 5
   397 25 4 1 36518 5
   398 25 3 1 25000 5
   399 25 3 2 30000 5
   400 25 3 1 36144 5
   401 25 3 2 15000 5
   402 25 3 1 27500 5
   403 25 4 2 17000 5
   404 25 5 1 43650 5
   405 25 3 1 9600 5
   406 25 3 1 20000 5
   407 25 5 1 16800 6
   408 25 3 1 23000 6
   409 25 5 1 20800 5
   410 25 5 1 36020 7
   411 25 4 1 30000 5
   412 25 3 2 15650 5
   413 25 4 2 23452 5
   414 25 3 2 22000 5
   415 25 5 1 18908 5
   416 25 4 1 12948 5
   417 25 4 2 15000 5
   418 25 3 2 50000 5
   419 25 2 2 3580 5
   420 25 3 2 16900 5
   421 25 4 1 19100 5
   422 25 3 1 12304 5
   423 25 4 2 18697 5
   424 25 4 1 40843 6
   425 25 4 1 18020 5
   426 25 4 2 27100 5
   427 25 4 2 2720 5
   428 25 4 1 25025 5
   429 25 6 2 150000 5
   430 25 5 2 18005 5
   431 25 4 1 31600 5
   432 25 3 2 50000 5
   433 25 4 2 25000 5
   434 25 4 1 19200 5
   435 25 3 1 22000 5
   436 25 5 2 14671 6
   437 25 3 1 20562 6
   438 25 5 2 6504 6
   439 25 4 1 12800 6
   440 25 5 2 34000 6
   441 25 4 2 3606 5
   442 25 5 1 46019 5
   443 25 5 1 61274 5
   444 25 4 1 16103 6
   445 25 4 2 46610 5
   446 25 3 2 3290 5
   447 25 4 2 21000 5
   448 25 5 1 25000 5
   449 25 5 2 24810 5
   450 25 3 1 4500 5
   451 25 4 1 15027 6
   452 25 4 1 27000 5
   453 25 3 1 14800 6
   454 25 3 1 16650 5
   455 25 1 1 15000 5
   456 25 3 1 11970 5
   457 25 4 2 18052 5
   458 25 6 2 4374 6
